,precision,recall,f1-score,support
84811000,0.7449664429530202,0.555,0.6361031518624641,200.0
84812010,0.8630952380952381,0.725,0.7880434782608695,200.0
84814000,0.23370786516853934,0.52,0.32248062015503876,200.0
84818090,0.5348837209302325,0.46,0.4946236559139785,200.0
84819000,0.8206521739130435,0.755,0.7864583333333334,200.0
84821010,0.9381443298969072,0.91,0.9238578680203046,200.0
84821090,0.8865248226950354,0.625,0.7331378299120235,200.0
84822000,0.9482758620689655,0.825,0.8823529411764706,200.0
84823000,0.9830508474576272,0.87,0.9230769230769231,200.0
84825000,0.968421052631579,0.92,0.9435897435897436,200.0
84829900,0.8040201005025126,0.8,0.8020050125313283,200.0
84831090,0.5307692307692308,0.345,0.41818181818181815,200.0
84833010,0.23333333333333334,0.42,0.3,200.0
84833020,0.5819672131147541,0.355,0.4409937888198758,200.0
84834011,0.7238095238095238,0.38,0.49836065573770494,200.0
84835000,0.5638297872340425,0.265,0.36054421768707484,200.0
84836000,0.64,0.48,0.5485714285714286,200.0
84839000,0.6974789915966386,0.415,0.5203761755485894,200.0
84841000,0.8333333333333334,0.4,0.5405405405405406,200.0
84842000,0.8648648648648649,0.64,0.735632183908046,200.0
84849000,0.7784090909090909,0.685,0.7287234042553191,200.0
84879010,0.7657657657657657,0.425,0.5466237942122186,200.0
84879090,0.8374384236453202,0.85,0.8436724565756824,200.0
85011000,0.9404761904761905,0.79,0.8586956521739131,200.0
85013100,0.8791208791208791,0.8,0.837696335078534,200.0
85015100,0.9282051282051282,0.905,0.9164556962025316,200.0
85030090,0.8871794871794871,0.865,0.8759493670886076,200.0
85043100,0.7411764705882353,0.945,0.8307692307692308,200.0
85044000,0.7165775401069518,0.67,0.6925064599483204,200.0
85071010,0.9846938775510204,0.965,0.9747474747474747,200.0
85072000,0.965,0.965,0.965,200.0
85076000,0.9482758620689655,0.825,0.8823529411764706,200.0
85078000,0.8504672897196262,0.91,0.8792270531400966,200.0
85081100,0.9851485148514851,0.995,0.9900497512437811,200.0
85111000,0.7839506172839507,0.635,0.7016574585635359,200.0
85114000,0.7206703910614525,0.645,0.6807387862796834,200.0
85115000,0.76875,0.615,0.6833333333333333,200.0
85118000,0.7960199004975125,0.8,0.7980049875311721,200.0
85122000,0.6956521739130435,0.24,0.35687732342007433,200.0
85129000,0.6666666666666666,0.44,0.5301204819277109,200.0
85159000,0.9024390243902439,0.925,0.9135802469135802,200.0
85171300,0.985,0.985,0.985,200.0
85176210,0.8142857142857143,0.855,0.8341463414634146,200.0
85176290,0.7454545454545455,0.615,0.673972602739726,200.0
85176900,0.8457446808510638,0.795,0.8195876288659794,200.0
85181000,0.9351351351351351,0.865,0.8987012987012987,200.0
85182100,0.9303482587064676,0.935,0.9326683291770573,200.0
85182200,0.9310344827586207,0.945,0.9379652605459057,200.0
85182900,0.9132653061224489,0.895,0.9040404040404041,200.0
85183000,0.921875,0.885,0.9030612244897959,200.0
85219090,0.9655172413793104,0.98,0.9727047146401985,200.0
85234990,0.9607843137254902,0.98,0.9702970297029703,200.0
85235100,0.9572192513368984,0.895,0.9250645994832042,200.0
85235200,0.93717277486911,0.895,0.9156010230179028,200.0
85258900,0.9583333333333334,0.92,0.9387755102040817,200.0
85269100,0.6301369863013698,0.92,0.7479674796747967,200.0
85271300,0.9851485148514851,0.995,0.9900497512437811,200.0
85272110,0.9840425531914894,0.925,0.9536082474226805,200.0
85279190,0.9705882352941176,0.99,0.9801980198019802,200.0
85285910,0.9312169312169312,0.88,0.9048843187660668,200.0
85286900,0.9747474747474747,0.965,0.9698492462311558,200.0
85287220,0.9949238578680203,0.98,0.9874055415617129,200.0
85291000,0.7591623036649214,0.725,0.7416879795396419,200.0
85299000,0.8811881188118812,0.89,0.8855721393034826,200.0
85318000,0.9572192513368984,0.895,0.9250645994832042,200.0
85361010,0.8490566037735849,0.675,0.7520891364902507,200.0
85362000,0.8186528497409327,0.79,0.8040712468193384,200.0
85364999,0.8300970873786407,0.855,0.8423645320197044,200.0
85365010,0.7649572649572649,0.895,0.8248847926267281,200.0
85365090,0.5608465608465608,0.53,0.5449871465295629,200.0
85366900,0.8118279569892473,0.755,0.7823834196891192,200.0
85369013,0.6987179487179487,0.545,0.6123595505617978,200.0
85369019,0.7892156862745098,0.805,0.7970297029702971,200.0
85369090,0.8598726114649682,0.675,0.7563025210084033,200.0
85371000,0.6931216931216931,0.655,0.6735218508997429,200.0
85381000,0.8407960199004975,0.845,0.8428927680798005,200.0
85389000,0.7458563535911602,0.675,0.7086614173228346,200.0
85423100,0.8556149732620321,0.8,0.8268733850129198,200.0
85437090,0.8514285714285714,0.745,0.7946666666666666,200.0
85442000,0.93717277486911,0.895,0.9156010230179028,200.0
85443000,0.7154471544715447,0.44,0.544891640866873,200.0
85444200,0.9021739130434783,0.83,0.8645833333333334,200.0
85447000,0.9752475247524752,0.985,0.9800995024875622,200.0
86090000,0.9702970297029703,0.98,0.9751243781094527,200.0
87032291,0.9950248756218906,1.0,0.9975062344139651,200.0
87042121,0.9900990099009901,1.0,0.9950248756218906,200.0
87042271,1.0,1.0,1.0,200.0
87043121,1.0,0.985,0.9924433249370277,200.0
87081000,0.3137254901960784,0.08,0.12749003984063745,200.0
87082930,0.08669833729216152,0.365,0.1401151631477927,200.0
87082960,0.22916666666666666,0.055,0.08870967741935484,200.0
87082970,0.6666666666666666,0.02,0.038834951456310676,200.0
87082990,0.08461538461538462,0.055,0.06666666666666667,200.0
87083010,0.5368421052631579,0.51,0.5230769230769231,200.0
87083020,0.32567049808429116,0.425,0.368763557483731,200.0
87083090,0.32432432432432434,0.36,0.3412322274881517,200.0
87084000,0.8035714285714286,0.225,0.3515625,200.0
87085000,0.6041666666666666,0.29,0.3918918918918919,200.0
87087020,0.6458333333333334,0.155,0.25,200.0
87088090,0.7203389830508474,0.425,0.5345911949685535,200.0
87089100,0.7333333333333333,0.165,0.2693877551020408,200.0
87089390,0.8867924528301887,0.235,0.3715415019762846,200.0
87089400,0.19613259668508287,0.355,0.2526690391459075,200.0
87089990,0.4161073825503356,0.31,0.3553008595988539,200.0
87120030,0.9899497487437185,0.985,0.9874686716791979,200.0
87168090,0.9447236180904522,0.94,0.9423558897243107,200.0
90013010,1.0,0.995,0.9974937343358395,200.0
90021190,0.9950248756218906,1.0,0.9975062344139651,200.0
90031100,0.98,0.98,0.98,200.0
90041090,0.9747474747474747,0.965,0.9698492462311558,200.0
90049080,0.9289340101522843,0.915,0.9219143576826196,200.0
90138000,0.9056603773584906,0.96,0.9320388349514563,200.0
90158000,0.9317073170731708,0.955,0.9432098765432099,200.0
90159000,0.9792746113989638,0.945,0.9618320610687023,200.0
90183910,0.9095477386934674,0.905,0.9072681704260651,200.0
90183920,1.0,1.0,1.0,200.0
90183930,0.9744897959183674,0.955,0.9646464646464646,200.0
90183940,0.99,0.99,0.99,200.0
90183990,0.8693467336683417,0.865,0.8671679197994987,200.0
90189089,0.8605769230769231,0.895,0.8774509803921569,200.0
90189090,0.8382352941176471,0.855,0.8465346534653465,200.0
90192090,0.9502487562189055,0.955,0.9526184538653366,200.0
90211000,0.9323671497584541,0.965,0.9484029484029484,200.0
90212910,0.9851485148514851,0.995,0.9900497512437811,200.0
90213110,0.9234972677595629,0.845,0.8825065274151436,200.0
90213120,0.9323671497584541,0.965,0.9484029484029484,200.0
90213190,0.7964601769911505,0.9,0.8450704225352113,200.0
90213920,1.0,0.995,0.9974937343358395,200.0
90213990,0.8532608695652174,0.785,0.8177083333333334,200.0
90230000,0.9896373056994818,0.955,0.9720101781170484,200.0
9023090,0.9753694581280788,0.99,0.9826302729528535,200.0
90261090,0.8294117647058824,0.705,0.7621621621621621,200.0
90262090,0.8172043010752689,0.76,0.7875647668393783,200.0
90269000,0.8864864864864865,0.82,0.8519480519480519,200.0
90278999,0.9543147208121827,0.94,0.947103274559194,200.0
90279090,0.84,0.945,0.8894117647058823,200.0
90318090,0.4392857142857143,0.615,0.5125,200.0
90328900,0.7228260869565217,0.665,0.6927083333333334,200.0
90329000,0.8763440860215054,0.815,0.844559585492228,200.0
94029090,0.9563106796116505,0.985,0.9704433497536946,200.0
94032090,0.8303571428571429,0.93,0.8773584905660378,200.0
94036090,0.9554455445544554,0.965,0.9601990049751243,200.0
