,precision,recall,f1-score,support
84145900,0.7738095238095238,0.325,0.45774647887323944,200.0
84148090,0.9693877551020408,0.475,0.6375838926174496,200.0
84149000,0.910958904109589,0.665,0.7687861271676301,200.0
84159000,0.9178082191780822,0.67,0.7745664739884393,200.0
84185000,0.9651741293532339,0.97,0.9675810473815462,200.0
84189900,0.845,0.845,0.845,200.0
84199090,0.9069767441860465,0.78,0.8387096774193549,200.0
84212100,0.9570552147239264,0.78,0.859504132231405,200.0
84212300,0.8602150537634409,0.4,0.5460750853242321,200.0
84212990,0.8803418803418803,0.515,0.6498422712933754,200.0
84213110,0.91,0.455,0.6066666666666667,200.0
84213190,0.7746478873239436,0.55,0.6432748538011696,200.0
84213900,0.9444444444444444,0.425,0.5862068965517241,200.0
84219900,0.9,0.63,0.7411764705882353,200.0
84229000,0.691358024691358,0.56,0.6187845303867403,200.0
84312000,0.9158415841584159,0.925,0.9203980099502488,200.0
84313100,0.9563106796116505,0.985,0.9704433497536946,200.0
84314320,1.0,0.015,0.029556650246305417,200.0
84314390,0.8695652173913043,0.5,0.6349206349206349,200.0
84314900,0.875,0.175,0.2916666666666667,200.0
84389000,0.9428571428571428,0.825,0.88,200.0
84433110,0.96,0.96,0.96,200.0
84433120,0.9792746113989638,0.945,0.9618320610687023,200.0
84433900,0.9896373056994818,0.955,0.9720101781170484,200.0
84439100,0.9253731343283582,0.93,0.9276807980049875,200.0
84439930,0.9558011049723757,0.865,0.9081364829396326,200.0
84439990,0.8867924528301887,0.705,0.7855153203342619,200.0
84661000,1.0,0.725,0.8405797101449275,200.0
84669300,0.9565217391304348,0.66,0.7810650887573964,200.0
84672110,0.9382022471910112,0.835,0.8835978835978836,200.0
84672220,0.9743589743589743,0.95,0.9620253164556962,200.0
84672920,0.9476744186046512,0.815,0.8763440860215054,200.0
84672990,0.9875,0.79,0.8777777777777778,200.0
84679900,0.9539473684210527,0.725,0.8238636363636364,200.0
84689000,0.9554455445544554,0.965,0.9601990049751243,200.0
84713040,0.9420289855072463,0.975,0.9582309582309583,200.0
84715000,0.9518072289156626,0.79,0.8633879781420765,200.0
84716040,0.9719626168224299,0.52,0.6775244299674267,200.0
84716090,0.9398496240601504,0.625,0.7507507507507507,200.0
84717000,0.9259259259259259,0.875,0.8997429305912596,200.0
84718000,0.9345238095238095,0.785,0.8532608695652174,200.0
